search_keyword,product_id,title,price,status_code,status,condition,location,free_shipping,num_faved,num_comment,update_time,update_timestamp,tag,category_id,product_url
쿠쿠 밥솥,406595638,쿠쿠 IH 압력밥솥 HSXB063FB,75000,0,판매중,중고,,False,0,0,2026-05-07 19:08:51,1778148531,,610600008,https://m.bunjang.co.kr/products/406595638
쿠쿠 밥솥,406452125,새상품급 무료배송 쿠쿠 6인용 전기압력밥솥 CRP-P0620FDM,120000,0,판매중,중고,경기도 평택시 비전2동,True,7,0,2026-05-07 00:12:05,1778080325,,610600008,https://m.bunjang.co.kr/products/406452125
쿠쿠 밥솥,397471397,쿠첸 IH 압력밥솥 10인용,65000,1,예약중,중고,경기도 수원시 팔달구 지동,False,3,0,2026-05-06 10:55:54,1778032554,쿠쿠 ih 압력밥솥 10인용,610600008,https://m.bunjang.co.kr/products/397471397
쿠쿠 밥솥,406091962,쿠쿠 6인용 압력밥솥,60000,1,예약중,중고,,False,1,0,2026-05-05 14:19:35,1777958375,,610600008,https://m.bunjang.co.kr/products/406091962
쿠쿠 밥솥,405040816,26. 쿠쿠6인용 전기압력밥솥ㅡ확인,150000,1,예약중,중고,,False,0,0,2026-05-05 06:04:50,1777928690,,610600008,https://m.bunjang.co.kr/products/405040816
쿠쿠 밥솥,405391990,쿠쿠 에그 밥솥 6인용,55000,0,판매중,중고,부산광역시 남구 용호제1동,False,0,0,2026-05-02 18:05:25,1777712725,,610600008,https://m.bunjang.co.kr/products/405391990
쿠쿠 밥솥,405282492,쿠쿠 CRP-N0680SR 압력밥솥(6인용),50000,0,판매중,중고,,False,1,0,2026-05-02 06:11:49,1777669909,,610600008,https://m.bunjang.co.kr/products/405282492
쿠쿠 밥솥,405157721,쿠쿠 전기 압력밥솥 뚜껑,10000,0,판매중,중고,,False,0,0,2026-05-01 16:16:58,1777619818,,610600008,https://m.bunjang.co.kr/products/405157721
쿠쿠 밥솥,405157079,쿠쿠압력 밥솥 내솥 블랙,35000,0,판매중,중고,,False,1,0,2026-05-01 16:13:49,1777619629,,610600008,https://m.bunjang.co.kr/products/405157079
쿠쿠 밥솥,405040578,26. 쿠쿠10인용 전기압력밥솥ㅡ확인,80000,1,예약중,중고,,False,0,0,2026-04-30 23:22:02,1777558922,,610600008,https://m.bunjang.co.kr/products/405040578
쿠쿠 밥솥,404206094,[미개봉 새상품] 쿠쿠 트윈프레셔 IH 압력밥솥 CRP-FHTS0610F,300000,0,판매중,새상품,,False,5,0,2026-04-30 16:12:36,1777533156,,610600008,https://m.bunjang.co.kr/products/404206094
쿠쿠 밥솥,404507639,쿠쿠 CRP-R0615FWS 전기압력밥솥,99000,0,판매중,중고,경기도 평택시 비전1동,False,5,0,2026-04-28 13:25:58,1777350358,,610600008,https://m.bunjang.co.kr/products/404507639
쿠쿠 밥솥,404408355,쿠쿠 풀스테인 6인압력밥솥,65000,1,예약중,중고,,False,0,0,2026-04-27 22:20:39,1777296039,,610600008,https://m.bunjang.co.kr/products/404408355
쿠쿠 밥솥,404407782,쿠쿠 풀스테인리스 압력밥솥 10인용,65000,1,예약중,중고,,False,0,0,2026-04-27 22:17:55,1777295875,,610600008,https://m.bunjang.co.kr/products/404407782
쿠쿠 밥솥,404291799,쿠쿠밥솥 6인용 IH 밥솥,49000,1,예약중,중고,,False,2,0,2026-04-27 12:13:06,1777259586,밥솥 쿠쿠밥솥 6인용밥솥 밥솥6인용 쿠쿠,610600008,https://m.bunjang.co.kr/products/404291799
쿠쿠 밥솥,404264534,CHS108FD   쿠쿠압력밥솥 10인용,80000,0,판매중,중고,,False,4,0,2026-04-27 08:15:00,1777245300,,610600008,https://m.bunjang.co.kr/products/404264534
