platform,source_file,product_id,search_keyword,model,title,price,reference_median,robust_lower,robust_upper,reference_count,action,reason,product_url
elecmart,dyson_vacuum_products.csv,302853828,다이슨 청소기,360_VIS_NAV,다이슨 로봇청소기,700000,350000,187000,561500,12,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/302853828
elecmart,dyson_vacuum_products.csv,370551548,다이슨 청소기,V15S,다이슨청소기 미사용 v15s 디텍트 서브마린 컴플리트 골드,900000,50000,0,633000,577,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/370551548
elecmart,dyson_vacuum_products.csv,373524772,다이슨 청소기,WASH_G1,다이슨 Wash G1 물청소기,1000000,320000,0,653585,11,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/373524772
elecmart,dyson_vacuum_products.csv,371282088,다이슨 청소기,제품군 공통,다이슨 청소기(거의 새거),640000,30000,0,447500,96,제외,가격 이상치-복수상품,https://m.bunjang.co.kr/products/371282088
elecmart,dyson_vacuum_products.csv,366204359,다이슨 청소기,V16,다이슨V16  DS60 싸이클론 무선청소기,1100000,50000,0,633000,577,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/366204359
elecmart,medicube_booster_pro_products.csv,413906132,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터프로 + 부스터프로미니플러스 일괄,300000,73000,0,173500,191,제외,가격 이상치-복수상품,https://m.bunjang.co.kr/products/413906132
elecmart,medicube_booster_pro_products.csv,403208835,메디큐브 부스터 프로,BOOSTER_PRO,거의새것 메디큐브 에이지알 부스터 프로 헬로키티,650000,180000,0,530000,485,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/403208835
elecmart,medicube_booster_pro_products.csv,403124163,메디큐브 부스터 프로,BOOSTER_PRO,미개봉 새상품 메디큐브 에이지알 부스터 프로 마이멜로디,790000,180000,0,530000,485,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/403124163
elecmart,medicube_booster_pro_products.csv,415958347,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 에이지알 헬로키티 부스터프로 미개봉 새상품 정품,640000,180000,0,530000,485,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/415958347
elecmart,medicube_booster_pro_products.csv,403210981,메디큐브 부스터 프로,BOOSTER_PRO,거의 새것 메디큐브 에이지알 부스터 프로 쿠로미 에디션,800000,180000,0,530000,485,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/403210981
elecmart,medicube_booster_pro_products.csv,415228017,메디큐브 부스터 프로,BOOSTER_PRO,[미개봉 새상품] 메디큐브 부스터프로 마이멜로디 에디션,580000,180000,0,530000,485,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/415228017
elecmart,medicube_booster_pro_products.csv,403210829,메디큐브 부스터 프로,BOOSTER_PRO,미개봉 새상품 메디큐브 에이지알 부스터 프로 쿠로미 에디션,950000,180000,0,530000,485,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/403210829
elecmart,medicube_booster_pro_products.csv,412054970,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터프로미니 (화이트),400000,73000,0,173500,191,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/412054970
elecmart,medicube_booster_pro_products.csv,394793813,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 하이포커스 샷 플러스 핑크 + 메디큐브 부스터프로 핑크 + 부스,535000,180000,0,530000,485,제외,가격 이상치-복수상품,https://m.bunjang.co.kr/products/394793813
elecmart,medicube_booster_pro_products.csv,376586295,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 부스터프로 선물세트,930000,180000,0,530000,485,제외,가격 이상치-복수상품,https://m.bunjang.co.kr/products/376586295
elecmart,medicube_booster_pro_products.csv,374643392,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터프로 미니/화이트 (미개봉),240000,73000,0,173500,191,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/374643392
elecmart,medicube_booster_pro_products.csv,421177521,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터프로 미니플러스 미개봉팝니다!!,570000,73000,0,173500,191,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/421177521
elecmart,medicube_booster_pro_products.csv,415436739,메디큐브 부스터 프로,BOOSTER_PRO_MINI,[미개봉/새상품] 메디큐브 에이지알 부스터 프로 미니 플러스 짱구,200000,73000,0,173500,191,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/415436739
elecmart,pulio_massage_products.csv,233476318,풀리오 마사지기,CALF,풀리오 종아리 마사지기,139000,66000,0,136500,27,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/233476318
elecmart,pulio_massage_products.csv,421790769,풀리오 마사지기,CALF,풀리오 종아리부츠 마사지기,150000,66000,0,136500,27,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/421790769
elecmart,pulio_massage_products.csv,419527651,풀리오 마사지기,제품군 공통,풀리오 마사지기 퍼플 풀 구성 (2가지제품),300000,63000,0,290000,29,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/419527651
elecmart,pulio_massage_products.csv,411939387,풀리오 마사지기,NECK_SHOULDER,급처)풀리오 마사지매트+손마사지기+목 어깨 마사지기,180000,56500,0,133225,52,제외,가격 이상치-복수상품,https://m.bunjang.co.kr/products/411939387
elecmart,pulio_massage_products.csv,381561586,풀리오 마사지기,NLUFHS9BSHS5523GDOVWB,풀리오 경추마사지기,270000,70000,0,229750,304,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://m.bunjang.co.kr/products/381561586
elecmart,pulio_massage_products.csv,412570241,풀리오 마사지기,CALF,풀리오 다리전체마사지기,140000,66000,0,136500,27,제외,가격 이상치-복수상품,https://m.bunjang.co.kr/products/412570241
joonggonara,cuckoo_rice_cooker_products.csv,230865560,쿠쿠 밥솥,제품군 공통,<새 상품> 쿠쿠 정품 밥솥,275000,59876,0,260854,77,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://web.joongna.com/product/230865560
joonggonara,cuckoo_rice_cooker_products.csv,230759000,쿠쿠 밥솥,제품군 공통,[1회 사용] 쿠쿠 밥솥 10인용,339000,59876,0,260854,77,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://web.joongna.com/product/230759000
joonggonara,cuckoo_rice_cooker_products.csv,230136669,쿠쿠 밥솥,제품군 공통,쿠쿠 밥솥(10인용) 1번 사용한 거 싸게 팝니다.,310000,59876,0,260854,77,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://web.joongna.com/product/230136669
joonggonara,cuckoo_rice_cooker_products.csv,229483144,쿠쿠 밥솥,CRP-NHTR0610FW,쿠쿠 마스터셰프 사일런스 6인용 밥솥 화이트,390000,70000,0,376000,1104,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://web.joongna.com/product/229483144
joonggonara,cuckoo_rice_cooker_products.csv,229176672,쿠쿠 밥솥,NHTR1010FGW,전기밥솥 쿠쿠 NHTR1010FGW,410000,70000,0,376000,1104,유지-검토대상,통계 이상치지만 단일 온전제품 배제 근거 없음,https://web.joongna.com/product/229176672
